"id","location","fault_severity","severity_type","res.size","event.size","feat.size","tot.vol"
4143,"location 1095","0","severity_type 1",2,2,5,5
4144,"location 651","1","severity_type 1",1,1,1,3
4146,"location 1026","0","severity_type 1",2,2,2,2
4147,"location 704","0","severity_type 2",1,1,2,13
4148,"location 1021","1","severity_type 1",1,1,6,16
4149,"location 834","0","severity_type 1",1,2,4,21
4151,"location 1008","0","severity_type 2",1,1,1,2
4152,"location 1107","0","severity_type 2",1,1,2,4
4155,"location 466","0","severity_type 2",1,2,4,63
4159,"location 498","0","severity_type 2",1,2,6,169
4160,"location 97","0","severity_type 1",1,1,2,2
4161,"location 1023","1","severity_type 1",1,1,2,2
4165,"location 1050","1","severity_type 2",2,2,2,2
4166,"location 549","1","severity_type 1",1,2,4,8
4167,"location 943","0","severity_type 4",1,1,1,1
4169,"location 704","1","severity_type 2",1,1,4,14
4170,"location 1065","0","severity_type 1",1,1,1,1
4171,"location 466","0","severity_type 2",1,2,2,39
4175,"location 684","1","severity_type 2",1,1,2,8
4176,"location 206","0","severity_type 1",1,3,7,7
4177,"location 821","2","severity_type 1",1,2,4,74
4178,"location 962","0","severity_type 1",1,2,3,20
4180,"location 324","0","severity_type 2",1,2,4,6
4186,"location 814","0","severity_type 1",1,1,2,6
4196,"location 999","1","severity_type 1",1,1,1,2
4199,"location 280","1","severity_type 2",2,3,9,9
4200,"location 684","1","severity_type 1",1,2,3,37
4202,"location 895","1","severity_type 2",1,4,5,16
4204,"location 957","0","severity_type 1",1,1,2,4
4205,"location 632","0","severity_type 2",1,1,1,1
4208,"location 466","0","severity_type 2",1,2,2,18
4209,"location 1086","2","severity_type 2",1,1,2,31
4211,"location 19","1","severity_type 1",1,1,1,1
4216,"location 1075","2","severity_type 2",1,1,5,89
4218,"location 618","1","severity_type 1",2,2,3,3
4221,"location 126","0","severity_type 2",1,2,7,39
4223,"location 509","0","severity_type 2",1,2,2,12
4227,"location 382","1","severity_type 4",1,1,1,1
4228,"location 793","0","severity_type 1",1,1,2,41
4231,"location 834","1","severity_type 2",1,1,2,5
4232,"location 1107","2","severity_type 2",1,1,4,203
4236,"location 885","0","severity_type 2",1,1,2,18
4237,"location 135","0","severity_type 2",1,2,6,58
4238,"location 931","0","severity_type 2",1,1,2,6
4239,"location 972","2","severity_type 1",1,1,4,46
4245,"location 159","0","severity_type 4",1,1,1,2
4246,"location 282","0","severity_type 4",1,1,2,2
4247,"location 484","0","severity_type 2",1,2,2,2
4248,"location 53","1","severity_type 1",1,1,2,2
4249,"location 1026","0","severity_type 1",2,2,4,12
4250,"location 962","2","severity_type 1",1,2,4,31
4252,"location 477","0","severity_type 1",1,3,5,95
4253,"location 1104","0","severity_type 2",1,1,1,1
4254,"location 1018","0","severity_type 1",1,2,4,5
4256,"location 504","0","severity_type 2",1,2,2,12
4259,"location 124","0","severity_type 2",1,2,4,14
4261,"location 443","0","severity_type 1",2,2,2,2
4263,"location 966","0","severity_type 2",1,1,2,2
4266,"location 661","1","severity_type 1",5,6,10,25
4268,"location 97","0","severity_type 4",1,1,2,4
4269,"location 374","0","severity_type 2",1,2,2,6
4271,"location 821","1","severity_type 1",2,3,6,46
4272,"location 115","0","severity_type 2",1,2,2,4
4273,"location 600","1","severity_type 2",1,1,2,28
4274,"location 962","2","severity_type 2",1,1,2,52
4275,"location 8","0","severity_type 1",1,2,2,6
4276,"location 1094","0","severity_type 1",2,2,2,2
4278,"location 653","1","severity_type 1",1,2,2,14
4279,"location 1018","0","severity_type 1",1,2,2,12
4280,"location 460","1","severity_type 2",1,2,2,6
4281,"location 478","0","severity_type 2",1,2,2,2
4285,"location 102","0","severity_type 2",1,2,4,11
4287,"location 638","1","severity_type 1",1,2,4,32
4288,"location 1070","0","severity_type 1",1,1,2,2
4289,"location 325","0","severity_type 2",1,2,6,6
4290,"location 1024","0","severity_type 1",1,1,2,2
4291,"location 114","1","severity_type 1",1,1,2,2
4292,"location 1095","0","severity_type 2",1,1,1,1
4293,"location 1107","1","severity_type 1",1,2,4,53
4295,"location 498","0","severity_type 4",1,1,3,3
4297,"location 270","0","severity_type 2",1,2,3,3
4299,"location 944","0","severity_type 1",1,1,1,1
4301,"location 467","0","severity_type 2",1,2,2,8
4303,"location 477","0","severity_type 2",1,2,4,21
4305,"location 91","0","severity_type 2",1,2,6,373
4307,"location 707","0","severity_type 2",2,2,3,5
4308,"location 914","0","severity_type 1",1,1,1,1
4309,"location 1008","0","severity_type 2",1,1,1,1
4311,"location 704","2","severity_type 1",1,2,6,51
4314,"location 549","0","severity_type 1",1,1,2,2
4319,"location 1099","0","severity_type 1",1,1,4,14
4323,"location 1046","1","severity_type 1",2,2,4,11
4324,"location 810","0","severity_type 1",1,2,4,100
4327,"location 485","0","severity_type 2",1,2,2,44
4328,"location 823","1","severity_type 1",1,2,4,37
4333,"location 899","0","severity_type 1",1,2,4,32
4335,"location 917","1","severity_type 1",1,1,1,2
4340,"location 460","0","severity_type 2",1,2,2,9
4345,"location 179","0","severity_type 2",1,2,2,68
4348,"location 1107","0","severity_type 1",1,2,4,99
4350,"location 704","0","severity_type 2",1,1,2,3
4351,"location 684","0","severity_type 1",1,2,4,24
4352,"location 226","0","severity_type 1",1,2,3,3
4353,"location 150","0","severity_type 2",1,2,6,9
4354,"location 480","0","severity_type 2",1,2,5,29
4357,"location 891","0","severity_type 1",1,1,2,12
4361,"location 13","1","severity_type 1",1,1,1,1
4362,"location 183","0","severity_type 1",1,3,4,4
4363,"location 507","0","severity_type 2",1,2,2,18
4368,"location 638","2","severity_type 1",1,2,4,25
4370,"location 252","1","severity_type 1",1,1,2,2
4371,"location 298","1","severity_type 2",1,2,3,3
4372,"location 857","1","severity_type 1",1,1,2,24
4377,"location 230","0","severity_type 4",1,1,1,1
4381,"location 644","2","severity_type 1",1,2,4,54
4383,"location 315","0","severity_type 1",1,1,1,1
4384,"location 118","1","severity_type 2",1,2,2,2
4386,"location 1066","1","severity_type 1",2,2,4,16
4388,"location 797","1","severity_type 1",2,2,4,6
4391,"location 506","0","severity_type 2",1,2,4,89
4394,"location 839","1","severity_type 1",1,1,2,3
4397,"location 516","0","severity_type 2",1,2,2,2
4399,"location 95","0","severity_type 2",1,2,8,56
4401,"location 802","1","severity_type 1",3,4,6,6
4403,"location 834","1","severity_type 2",1,1,2,9
4409,"location 700","1","severity_type 1",1,1,1,1
4410,"location 445","0","severity_type 2",1,2,2,30
4416,"location 644","0","severity_type 4",1,2,2,6
4419,"location 945","1","severity_type 4",1,1,2,2
4422,"location 814","0","severity_type 1",1,1,2,11
4423,"location 767","1","severity_type 1",1,1,2,6
4424,"location 500","0","severity_type 1",2,2,2,2
4425,"location 126","0","severity_type 2",2,3,10,30
4429,"location 846","0","severity_type 2",1,1,1,12
4435,"location 558","1","severity_type 2",1,1,2,2
4437,"location 122","0","severity_type 2",1,2,8,27
4438,"location 417","1","severity_type 1",2,4,9,10
4439,"location 475","0","severity_type 2",1,2,4,11
4440,"location 1107","0","severity_type 1",1,2,8,143
4441,"location 627","0","severity_type 2",2,3,3,3
4442,"location 491","0","severity_type 2",1,1,1,1
4443,"location 514","0","severity_type 2",1,2,2,475
4446,"location 455","0","severity_type 2",1,2,2,2
4450,"location 890","0","severity_type 2",1,1,1,3
4452,"location 888","0","severity_type 1",1,1,2,2
4454,"location 734","1","severity_type 1",1,2,4,22
4459,"location 744","1","severity_type 1",3,3,4,15
4460,"location 1030","0","severity_type 2",1,1,2,4
4464,"location 999","0","severity_type 1",1,1,2,3
4468,"location 476","0","severity_type 2",1,2,9,132
4469,"location 1067","0","severity_type 2",1,1,2,5
4475,"location 365","1","severity_type 2",1,2,4,4
4480,"location 734","1","severity_type 1",2,3,3,14
4482,"location 483","0","severity_type 1",1,2,5,9
4483,"location 270","0","severity_type 2",1,2,4,9
4486,"location 12","0","severity_type 1",1,1,1,1
4487,"location 938","0","severity_type 1",1,1,2,26
4491,"location 793","0","severity_type 1",1,1,1,11
4493,"location 821","0","severity_type 1",1,2,4,32
4496,"location 693","1","severity_type 1",1,1,2,4
4501,"location 888","0","severity_type 1",1,1,2,3
4503,"location 783","0","severity_type 2",1,1,2,2
4511,"location 646","1","severity_type 1",1,1,3,7
4512,"location 878","0","severity_type 1",1,1,3,16
4513,"location 466","0","severity_type 2",1,2,2,14
4523,"location 246","0","severity_type 2",1,1,2,2
4524,"location 810","0","severity_type 1",1,3,2,14
4527,"location 500","0","severity_type 4",1,1,1,1
4531,"location 660","0","severity_type 1",1,1,1,1
4535,"location 1008","0","severity_type 2",1,1,2,23
4542,"location 242","0","severity_type 2",1,2,6,162
4548,"location 814","0","severity_type 2",1,1,2,6
4549,"location 921","1","severity_type 2",1,1,2,15
4552,"location 613","1","severity_type 1",1,2,3,19
4555,"location 600","2","severity_type 2",1,1,2,44
4557,"location 1024","0","severity_type 2",1,1,1,1
4558,"location 122","0","severity_type 2",1,2,6,181
4560,"location 367","1","severity_type 2",1,1,2,2
4561,"location 112","1","severity_type 2",1,2,3,3
4566,"location 794","0","severity_type 1",3,3,4,7
4569,"location 818","1","severity_type 1",1,1,6,15
4572,"location 707","0","severity_type 1",1,2,2,7
4573,"location 664","0","severity_type 1",1,1,2,3
4576,"location 477","0","severity_type 2",1,2,5,84
4577,"location 667","2","severity_type 1",1,1,2,19
4578,"location 948","0","severity_type 2",1,1,2,2
4582,"location 802","0","severity_type 1",5,6,10,20
4583,"location 1052","0","severity_type 2",1,1,4,10
4587,"location 879","0","severity_type 1",1,1,2,4
4588,"location 360","1","severity_type 1",2,3,4,4
4589,"location 126","0","severity_type 2",1,2,8,33
4590,"location 474","0","severity_type 2",1,2,4,9
4591,"location 1019","0","severity_type 2",1,1,1,7
4596,"location 700","0","severity_type 1",1,1,2,2
4598,"location 1100","2","severity_type 1",1,2,4,51
4600,"location 613","2","severity_type 1",1,2,3,48
4604,"location 723","0","severity_type 1",1,1,1,1
4605,"location 7","0","severity_type 1",2,2,3,3
4607,"location 441","0","severity_type 1",2,4,9,9
4608,"location 102","0","severity_type 4",1,1,2,2
4611,"location 135","0","severity_type 2",1,2,2,51
4614,"location 899","0","severity_type 1",1,3,5,10
4619,"location 1081","1","severity_type 1",1,2,3,14
4622,"location 816","0","severity_type 1",1,1,1,2
4623,"location 1008","1","severity_type 2",1,1,4,27
4624,"location 601","1","severity_type 1",1,1,2,6
4629,"location 1018","0","severity_type 1",1,2,2,3
4630,"location 1008","0","severity_type 2",1,3,6,17
4631,"location 497","0","severity_type 2",1,2,15,473
4634,"location 157","0","severity_type 2",1,2,2,26
4635,"location 161","1","severity_type 2",1,2,2,2
4637,"location 618","0","severity_type 4",1,1,1,2
4640,"location 1008","2","severity_type 2",1,1,4,18
4642,"location 793","0","severity_type 1",1,1,2,23
4643,"location 599","0","severity_type 1",1,2,2,4
4646,"location 126","0","severity_type 2",1,2,8,95
4647,"location 173","0","severity_type 1",1,3,4,4
4650,"location 95","0","severity_type 2",1,2,4,8
4651,"location 1026","0","severity_type 2",1,1,1,1
4652,"location 810","0","severity_type 2",1,1,1,4
4657,"location 600","1","severity_type 2",1,1,2,24
4658,"location 1019","0","severity_type 1",1,1,2,14
4664,"location 846","0","severity_type 1",1,2,4,15
4668,"location 305","0","severity_type 1",1,1,2,2
4670,"location 1063","0","severity_type 1",1,1,2,19
4673,"location 794","0","severity_type 1",2,2,2,5
4675,"location 653","2","severity_type 1",2,2,4,23
4676,"location 161","0","severity_type 4",1,1,1,2
4678,"location 1034","0","severity_type 1",1,1,2,8
4685,"location 653","0","severity_type 2",1,1,1,8
4689,"location 980","0","severity_type 1",1,1,2,2
4690,"location 768","0","severity_type 1",1,1,2,2
4691,"location 504","0","severity_type 1",2,3,14,197
4692,"location 375","0","severity_type 2",1,2,2,28
4693,"location 836","0","severity_type 1",1,1,2,33
4694,"location 759","0","severity_type 2",1,1,1,1
4700,"location 962","2","severity_type 2",1,1,2,8
4702,"location 181","0","severity_type 4",1,1,2,3
4703,"location 1","2","severity_type 1",1,1,4,18
4706,"location 1052","0","severity_type 2",1,1,2,30
4711,"location 931","0","severity_type 1",1,2,2,25
4715,"location 1116","0","severity_type 1",1,1,1,1
4717,"location 778","1","severity_type 2",1,1,4,7
4720,"location 152","0","severity_type 2",1,2,2,5
4721,"location 742","0","severity_type 1",1,2,2,3
4725,"location 810","2","severity_type 1",1,2,3,13
4727,"location 418","1","severity_type 2",1,2,2,4
4731,"location 834","0","severity_type 1",1,2,2,12
4736,"location 244","0","severity_type 2",1,2,2,54
4737,"location 488","0","severity_type 2",1,2,4,31
4738,"location 1033","1","severity_type 1",1,1,2,11
4740,"location 1014","1","severity_type 1",1,1,2,6
4743,"location 119","0","severity_type 2",1,1,3,3
4745,"location 272","1","severity_type 1",1,1,2,2
4749,"location 309","1","severity_type 1",1,2,4,4
4750,"location 1107","2","severity_type 1",1,2,4,225
4751,"location 242","0","severity_type 2",1,2,6,319
4754,"location 883","0","severity_type 1",1,1,2,9
4756,"location 745","2","severity_type 1",4,4,5,17
4757,"location 508","0","severity_type 2",1,2,8,103
4758,"location 1037","1","severity_type 1",1,1,2,2
4762,"location 536","1","severity_type 1",2,3,4,4
4764,"location 509","0","severity_type 2",1,2,3,10
4769,"location 646","1","severity_type 1",1,1,2,2
4771,"location 506","0","severity_type 2",1,2,9,161
4781,"location 221","0","severity_type 4",1,1,1,1
4782,"location 91","0","severity_type 1",1,3,14,14
4785,"location 266","1","severity_type 2",2,3,6,6
4792,"location 664","0","severity_type 1",1,1,1,1
4794,"location 485","0","severity_type 2",1,2,6,47
4799,"location 126","0","severity_type 2",1,2,6,12
4800,"location 957","0","severity_type 2",1,1,2,2
4802,"location 296","1","severity_type 2",1,2,3,3
4806,"location 809","0","severity_type 1",1,2,2,2
4810,"location 445","0","severity_type 2",1,2,2,16
4811,"location 497","0","severity_type 2",1,2,2,4
4813,"location 821","0","severity_type 1",1,2,6,49
4816,"location 906","1","severity_type 1",2,2,4,8
4817,"location 918","2","severity_type 1",1,1,2,9
4818,"location 348","1","severity_type 2",1,2,4,10
4819,"location 1107","2","severity_type 1",1,2,4,130
4825,"location 300","0","severity_type 2",1,2,5,6
4826,"location 122","0","severity_type 2",1,2,6,23
4831,"location 876","0","severity_type 1",1,1,4,15
4833,"location 107","1","severity_type 2",1,2,7,25
4835,"location 508","0","severity_type 2",1,2,2,26
4836,"location 895","2","severity_type 1",1,4,7,52
4839,"location 342","1","severity_type 2",1,2,2,2
4842,"location 499","0","severity_type 2",1,2,6,427
4844,"location 380","0","severity_type 1",1,3,4,14
4846,"location 849","0","severity_type 1",1,1,1,1
4848,"location 1","0","severity_type 1",1,2,5,35
4849,"location 476","0","severity_type 2",1,2,6,84
4852,"location 1099","0","severity_type 1",1,1,6,15
4853,"location 851","0","severity_type 2",1,1,1,6
4856,"location 820","1","severity_type 1",1,1,2,6
4858,"location 892","2","severity_type 1",1,4,6,18
4861,"location 1017","1","severity_type 1",1,1,1,1
4863,"location 613","0","severity_type 1",1,2,1,8
4864,"location 245","0","severity_type 2",1,2,2,21
4865,"location 116","0","severity_type 2",1,2,3,3
4873,"location 378","0","severity_type 2",1,2,3,7
4876,"location 891","0","severity_type 2",1,1,1,4
4877,"location 507","0","severity_type 2",1,2,2,8
4879,"location 1100","2","severity_type 1",1,2,7,504
4880,"location 471","0","severity_type 2",1,2,15,243
4881,"location 1086","1","severity_type 2",1,1,2,7
4882,"location 296","1","severity_type 2",1,2,5,44
4883,"location 415","1","severity_type 2",1,2,4,4
4886,"location 684","1","severity_type 1",1,2,2,23
4896,"location 249","1","severity_type 1",2,4,10,26
4903,"location 457","0","severity_type 2",1,2,8,86
4904,"location 560","2","severity_type 1",1,2,5,20
4905,"location 126","0","severity_type 2",1,2,7,22
4906,"location 998","1","severity_type 1",1,1,2,4
4913,"location 380","0","severity_type 2",1,2,2,15
4916,"location 704","2","severity_type 2",1,1,3,22
4921,"location 244","0","severity_type 2",1,2,2,73
4924,"location 95","0","severity_type 2",1,2,4,5
4929,"location 691","1","severity_type 2",3,3,4,5
4930,"location 91","0","severity_type 4",1,1,2,4
4931,"location 441","1","severity_type 4",1,1,1,1
4933,"location 704","0","severity_type 2",1,1,3,49
4934,"location 931","0","severity_type 2",1,1,2,2
4935,"location 821","1","severity_type 2",1,1,2,13
4936,"location 794","0","severity_type 1",2,2,1,2
4938,"location 938","0","severity_type 2",1,1,1,2
4941,"location 1014","1","severity_type 2",2,2,2,2
4943,"location 470","0","severity_type 2",1,2,3,4
4946,"location 215","1","severity_type 1",1,1,2,2
4949,"location 613","1","severity_type 1",1,3,2,17
4952,"location 505","0","severity_type 2",1,2,5,103
4959,"location 607","0","severity_type 1",2,2,5,43
4960,"location 821","0","severity_type 1",1,2,4,38
4962,"location 122","0","severity_type 2",1,2,6,24
4963,"location 704","2","severity_type 2",1,1,2,26
4965,"location 476","0","severity_type 2",1,2,3,57
4966,"location 488","0","severity_type 2",1,2,5,35
4967,"location 9","0","severity_type 1",2,2,2,5
4969,"location 1117","0","severity_type 2",1,1,2,2
4970,"location 794","0","severity_type 1",2,2,2,14
4972,"location 120","0","severity_type 1",1,3,3,3
4973,"location 1100","2","severity_type 1",1,1,1,1
4974,"location 12","0","severity_type 1",2,2,4,6
4975,"location 806","0","severity_type 1",1,1,2,13
4979,"location 1110","1","severity_type 1",2,2,1,1
4980,"location 311","0","severity_type 1",1,3,6,6
4986,"location 16","0","severity_type 2",1,1,1,1
4987,"location 805","0","severity_type 1",1,1,2,5
4989,"location 794","0","severity_type 1",3,3,3,3
5000,"location 7","0","severity_type 1",1,1,4,28
5009,"location 601","0","severity_type 1",3,3,5,6
5010,"location 520","0","severity_type 2",1,2,4,36
5014,"location 353","0","severity_type 2",1,2,6,8
5018,"location 627","1","severity_type 2",2,3,4,9
5021,"location 972","1","severity_type 1",2,2,2,2
5028,"location 962","1","severity_type 2",1,1,2,32
5029,"location 1011","0","severity_type 1",1,1,2,2
5030,"location 1042","2","severity_type 2",1,1,2,14
5032,"location 1015","1","severity_type 1",1,1,2,2
5037,"location 976","1","severity_type 2",1,1,2,11
5039,"location 457","0","severity_type 2",1,2,6,63
5040,"location 149","0","severity_type 2",1,2,4,29
5046,"location 584","1","severity_type 1",1,1,2,5
5047,"location 805","0","severity_type 2",1,1,2,2
5049,"location 846","0","severity_type 2",1,1,2,20
5052,"location 124","0","severity_type 2",1,2,6,12
5053,"location 116","0","severity_type 4",1,1,1,3
5056,"location 122","0","severity_type 2",1,2,4,10
5058,"location 738","1","severity_type 1",1,1,1,1
5061,"location 251","0","severity_type 1",1,2,4,7
5062,"location 374","0","severity_type 2",1,2,2,30
5063,"location 826","1","severity_type 4",2,3,5,12
5064,"location 1090","0","severity_type 1",1,1,2,16
5065,"location 711","0","severity_type 1",1,2,2,3
5070,"location 684","0","severity_type 1",1,2,2,40
5074,"location 1007","0","severity_type 2",1,1,1,4
5075,"location 782","0","severity_type 1",2,2,2,19
5079,"location 763","1","severity_type 2",1,1,3,37
5088,"location 522","0","severity_type 2",1,2,2,9
5090,"location 382","0","severity_type 4",1,1,2,3
5098,"location 902","0","severity_type 2",2,2,2,3
5099,"location 95","0","severity_type 2",1,2,4,26
5100,"location 1050","2","severity_type 1",2,2,4,49
5101,"location 822","1","severity_type 4",1,1,2,4
5112,"location 704","2","severity_type 1",1,2,4,24
5113,"location 899","0","severity_type 1",1,4,6,25
5114,"location 1061","0","severity_type 2",1,1,1,6
5115,"location 91","0","severity_type 2",1,2,2,23
5116,"location 499","0","severity_type 2",1,2,6,202
5119,"location 18","1","severity_type 1",1,1,2,2
5120,"location 932","0","severity_type 1",1,2,2,4
5121,"location 236","0","severity_type 1",2,2,4,5
5122,"location 914","0","severity_type 1",2,2,4,4
5123,"location 344","1","severity_type 2",1,2,2,4
5129,"location 851","1","severity_type 4",1,1,2,2
5135,"location 745","1","severity_type 1",2,2,4,5
5138,"location 790","1","severity_type 1",3,4,6,8
5147,"location 962","1","severity_type 2",1,1,2,30
5148,"location 613","1","severity_type 1",1,3,4,18
5152,"location 244","0","severity_type 2",1,2,2,52
5153,"location 475","0","severity_type 2",1,2,2,24
5156,"location 977","0","severity_type 5",1,1,2,8
5157,"location 644","0","severity_type 1",1,3,3,48
5159,"location 268","0","severity_type 2",1,2,5,7
5168,"location 834","0","severity_type 1",1,2,2,3
5169,"location 1099","0","severity_type 1",1,1,4,9
5171,"location 521","0","severity_type 2",1,2,4,14
5172,"location 169","0","severity_type 4",1,1,1,6
5179,"location 846","1","severity_type 2",1,1,3,6
5181,"location 700","1","severity_type 1",1,1,2,2
5183,"location 596","1","severity_type 1",1,1,2,3
5184,"location 1018","1","severity_type 1",1,3,4,5
5185,"location 390","0","severity_type 2",1,2,2,38
5191,"location 684","0","severity_type 1",1,2,2,20
5192,"location 881","0","severity_type 1",3,4,3,3
5193,"location 798","0","severity_type 1",1,2,2,22
5196,"location 1107","0","severity_type 1",1,2,6,65
5201,"location 242","0","severity_type 2",1,2,6,239
5202,"location 648","0","severity_type 1",2,3,8,50
5203,"location 468","0","severity_type 2",1,2,2,20
5207,"location 627","1","severity_type 2",2,3,6,36
5209,"location 141","0","severity_type 2",1,2,7,7
5210,"location 468","0","severity_type 2",1,2,2,17
5212,"location 467","0","severity_type 2",1,2,2,21
5213,"location 465","0","severity_type 2",1,2,2,46
5214,"location 745","2","severity_type 1",2,2,4,14
5216,"location 476","0","severity_type 2",1,2,2,6
5217,"location 475","0","severity_type 2",1,2,2,44
5218,"location 496","0","severity_type 2",1,2,5,7
5219,"location 157","0","severity_type 2",1,2,2,34
5226,"location 314","1","severity_type 1",1,1,1,1
5229,"location 496","0","severity_type 2",1,2,9,451
5232,"location 821","2","severity_type 2",1,1,2,21
5237,"location 973","0","severity_type 1",1,1,2,2
5242,"location 468","0","severity_type 2",1,1,1,2
5243,"location 984","0","severity_type 2",1,1,2,3
5246,"location 347","0","severity_type 4",1,1,1,1
5248,"location 852","1","severity_type 1",1,1,2,2
5249,"location 704","2","severity_type 2",1,1,3,93
5253,"location 1056","1","severity_type 1",2,2,4,9
5254,"location 1008","0","severity_type 1",1,2,4,15
5255,"location 599","0","severity_type 2",1,1,1,2
5258,"location 476","0","severity_type 2",1,2,10,106
5259,"location 1","0","severity_type 1",2,3,4,5
5260,"location 1111","0","severity_type 1",1,1,3,4
5261,"location 485","0","severity_type 2",1,2,2,13
5265,"location 663","0","severity_type 1",1,1,2,3
5266,"location 122","0","severity_type 2",1,2,6,14
5268,"location 584","0","severity_type 2",1,1,2,13
5269,"location 124","0","severity_type 2",1,2,6,21
5270,"location 489","0","severity_type 2",1,2,5,14
5272,"location 1030","0","severity_type 1",1,1,3,9
5273,"location 640","1","severity_type 1",1,1,2,2
5274,"location 163","1","severity_type 2",1,2,2,2
5277,"location 414","1","severity_type 2",1,2,4,5
5279,"location 548","0","severity_type 1",1,1,2,2
5280,"location 1","1","severity_type 1",1,2,4,13
5281,"location 645","0","severity_type 1",1,2,2,543
5282,"location 1015","1","severity_type 1",1,1,2,11
5285,"location 1086","2","severity_type 1",1,2,2,34
5288,"location 740","0","severity_type 1",1,1,2,3
5291,"location 803","0","severity_type 2",1,1,1,3
5292,"location 471","0","severity_type 2",1,2,6,29
5295,"location 921","1","severity_type 2",1,1,2,14
5296,"location 484","0","severity_type 2",1,2,10,49
5298,"location 1103","0","severity_type 1",1,1,2,2
5299,"location 467","0","severity_type 1",1,3,6,8
5303,"location 1061","1","severity_type 2",1,1,3,33
5304,"location 1019","1","severity_type 2",1,1,2,10
5306,"location 654","1","severity_type 5",1,1,2,2
5307,"location 520","0","severity_type 2",1,2,3,13
5308,"location 522","0","severity_type 2",1,2,2,6
5310,"location 834","1","severity_type 1",1,2,3,13
5311,"location 836","0","severity_type 1",1,1,2,6
5312,"location 242","0","severity_type 2",1,2,6,280
5314,"location 169","0","severity_type 2",1,2,4,5
5315,"location 810","0","severity_type 1",1,2,4,13
5317,"location 518","0","severity_type 1",1,1,1,1
5320,"location 1019","2","severity_type 1",1,2,4,75
5321,"location 95","0","severity_type 2",1,2,4,4
5326,"location 642","2","severity_type 1",1,6,10,439
5329,"location 421","1","severity_type 1",2,4,11,20
5333,"location 1067","0","severity_type 1",1,1,2,16
5336,"location 498","0","severity_type 2",1,2,7,50
5337,"location 1","0","severity_type 1",1,2,4,25
5339,"location 1074","0","severity_type 1",1,2,2,4
5340,"location 1026","2","severity_type 1",2,2,4,12
5343,"location 457","0","severity_type 2",1,2,2,2
5345,"location 734","2","severity_type 1",2,2,4,88
5346,"location 229","0","severity_type 2",1,2,5,5
5347,"location 889","0","severity_type 1",1,1,2,2
5353,"location 734","2","severity_type 1",2,3,8,65
5355,"location 810","2","severity_type 1",1,2,1,2
5357,"location 282","0","severity_type 2",1,2,2,38
5358,"location 1111","1","severity_type 1",1,1,2,5
5359,"location 995","2","severity_type 1",1,2,1,3
5364,"location 504","0","severity_type 2",1,2,13,86
5365,"location 128","0","severity_type 2",1,2,5,6
5367,"location 1106","0","severity_type 2",1,1,1,1
5369,"location 506","0","severity_type 2",1,2,5,216
5370,"location 1015","1","severity_type 1",1,1,2,8
5371,"location 704","1","severity_type 2",1,1,2,4
5372,"location 962","0","severity_type 2",1,1,2,15
5375,"location 7","1","severity_type 1",1,1,4,19
5377,"location 643","1","severity_type 1",1,2,3,4
5378,"location 292","0","severity_type 4",1,1,1,1
5379,"location 1026","1","severity_type 1",2,2,4,6
5381,"location 600","2","severity_type 2",1,1,2,22
5385,"location 244","0","severity_type 2",1,2,2,65
5386,"location 459","0","severity_type 2",1,2,4,10
5387,"location 821","2","severity_type 1",2,3,4,40
5390,"location 255","0","severity_type 2",1,2,2,7
5393,"location 670","1","severity_type 1",1,1,4,18
5394,"location 35","0","severity_type 1",1,1,2,2
5396,"location 126","0","severity_type 2",1,2,8,79
5397,"location 758","0","severity_type 1",1,1,2,9
5401,"location 1107","2","severity_type 1",1,2,4,239
5405,"location 469","0","severity_type 2",1,2,14,169
5406,"location 793","0","severity_type 2",1,1,2,6
5410,"location 948","0","severity_type 2",1,1,1,1
5413,"location 845","2","severity_type 2",1,1,3,72
5414,"location 128","0","severity_type 2",1,2,3,8
5416,"location 79","1","severity_type 1",2,2,1,1
5417,"location 918","1","severity_type 1",1,1,2,5
5418,"location 538","1","severity_type 1",1,1,2,4
5419,"location 116","0","severity_type 4",1,1,1,1
5422,"location 604","0","severity_type 1",1,1,2,2
5423,"location 810","2","severity_type 2",1,1,2,54
5424,"location 305","1","severity_type 2",1,2,2,2
5426,"location 16","1","severity_type 4",1,1,2,2
5427,"location 1023","0","severity_type 2",1,1,1,1
5430,"location 124","0","severity_type 1",2,4,9,22
5433,"location 91","1","severity_type 2",1,2,6,26
5434,"location 884","0","severity_type 1",1,1,1,1
5436,"location 763","0","severity_type 1",1,2,4,15
5438,"location 475","0","severity_type 2",1,2,2,70
5439,"location 1019","1","severity_type 1",1,2,2,8
5440,"location 472","0","severity_type 2",1,2,2,6
5444,"location 1086","0","severity_type 2",1,1,1,6
5448,"location 529","0","severity_type 4",1,1,1,1
5449,"location 106","0","severity_type 4",1,1,1,1
5456,"location 995","1","severity_type 1",1,2,5,17
5457,"location 1075","2","severity_type 2",1,1,2,17
5458,"location 534","0","severity_type 4",1,1,4,8
5459,"location 878","0","severity_type 1",1,1,4,7
5464,"location 1037","1","severity_type 1",1,1,1,1
5468,"location 1011","1","severity_type 1",1,1,2,2
5471,"location 921","1","severity_type 2",1,1,2,20
5472,"location 821","0","severity_type 1",2,2,4,14
5473,"location 240","0","severity_type 1",1,3,10,22
5476,"location 1019","2","severity_type 2",1,1,2,21
5478,"location 810","0","severity_type 1",1,2,4,31
5480,"location 471","0","severity_type 2",1,2,6,27
